"Supplemental Table S1. Coordinates, sizes, GC levels and GC standard deviations,",,,,,,,
"of the human isochores identified in this study.",,,,,,,
,,,,,,,
,,,,,,,
"Chr","Band","Start","End","Size (Mb)","GC, %","∆ GC","SD (w=100kb)"
10,"p12.33b",16.4,18.1,1.7,40.5,-2.0,1.61
10,"p12.33c",18.1,19.1,1,40.0,0.5,0.58
10,"p12.33d",19.1,20.1,1,36.4,3.6,1.13
10,"p12.33e",20.1,21.5,1.4,38.2,-1.9,1.18
10,"p12.32",21.5,21.9,0.4,44.1,-5.8,0.75
10,"p12.31a",21.9,23.4,1.5,39.7,4.4,1.62
10,"p12.31b",23.4,23.8,0.4,41.6,-2.0,0.39
10,"p12.31c",23.8,24.5,0.7,39.2,2.4,0.85
10,"p12.31d",24.5,25.5,1,41.5,-2.2,1.71
10,"p12.31e",25.5,26,0.5,37.2,4.2,1.11
10,"p12.31f",26,27.6,1.6,40.1,-2.9,1.62
10,"p12.31g",27.6,28.6,1,38.8,1.3,0.96
10,"p12.2",28.6,31.5,2.9,42.7,-3.9,1.72
10,"p12.1a",31.5,31.7,0.2,38.5,4.2,0.00
10,"p12.1b",31.7,31.9,0.2,36.1,2.4,0.00
10,"p12.1c",31.9,32.6,0.7,41.9,-5.8,2.75
10,"p12.1d",32.6,33.3,0.7,37.9,4.1,0.86
10,"p11.23a",33.3,34.5,1.2,41.6,-3.7,0.96
10,"p11.23b",34.5,34.9,0.4,38.7,2.9,1.51
10,"p11.23c",34.9,36.3,1.4,42.6,-3.9,1.61
10,"p11.22",36.3,37.7,1.4,38.1,4.4,1.28
10,"p11.21",37.7,39.2,1.5,40.3,-2.2,1.50
10,"q11.21a",41.6,42.3,0.7,39.0,"-",1.63
10,"q11.21b",42.3,42.7,0.4,42.3,-3.4,2.07
10,"q11.21c",42.7,43.3,0.6,49.2,-6.9,2.59
10,"q11.21d",43.3,44.3,1,43.6,5.6,1.81
10,"q11.22",44.3,49.3,5,42.5,1.1,3.69
10,"q11.23a",49.3,49.5,0.2,47.3,-4.8,0.00
10,"q11.23b",49.5,50.7,1.2,45.0,2.3,1.97
10,"q11.23c",50.7,51.4,0.7,40.6,4.4,2.74
10,"q11.23d",51.4,51.6,0.2,43.4,-2.8,0.00
10,"q11.23e",51.6,52,0.4,38.7,4.8,0.86
10,"q11.23f",52,52.2,0.2,41.8,-3.1,0.00
10,"q21.1a",52.2,52.5,0.3,37.3,4.5,0.17
10,"q21.1b",52.5,53.7,1.2,36.5,0.8,0.77
10,"q21.1c",53.7,53.9,0.2,37.4,-0.9,0.00
10,"q21.1d",53.9,54.1,0.2,35.8,1.6,0.00
10,"q21.1e",54.1,54.4,0.3,38.9,-3.1,0.11
10,"q21.1f",54.4,59.4,5,35.0,3.9,0.88
10,"q21.2a",59.4,60.5,1.1,38.5,-3.5,0.74
10,"q21.2b",60.5,60.7,0.2,36.2,2.3,0.00
10,"q21.2c",60.7,61.9,1.2,39.1,-2.9,1.43
10,"q21.2d",61.9,62.1,0.2,36.7,2.4,0.00
10,"q21.2e",62.1,62.9,0.8,38.1,-1.4,1.12
10,"q21.2f",62.9,63.2,0.3,36.2,1.9,0.74
10,"q21.2g",63.2,64,0.8,39.2,-3.0,1.65
10,"q21.2h",64,64.4,0.4,41.7,-2.6,0.52
10,"q21.2i",64.4,65.5,1.1,39.7,2.0,1.70
10,"q21.3a",65.5,65.7,0.2,38.2,1.5,0.00
10,"q21.3b",65.7,68.9,3.2,35.7,2.5,0.80
10,"q21.3c",68.9,69.1,0.2,37.4,-1.7,0.00
10,"q22.1a",69.1,69.6,0.5,39.8,-2.4,1.46
10,"q22.1b",69.6,70.7,1.1,43.0,-3.2,1.51
10,"q22.1c",70.7,73.9,3.2,48.6,-5.5,3.50
10,"q22.2a",73.9,74.9,1,39.8,8.7,1.11
10,"q22.2b",74.9,75.2,0.3,43.8,-3.9,1.87
10,"q22.2c",75.2,75.4,0.2,49.8,-6.1,0.00
10,"q22.2d",75.4,75.6,0.2,41.6,8.3,0.00
10,"q22.2e",75.6,76.1,0.5,37.1,4.4,1.13
10,"q22.2f",76.1,77.7,1.6,43.0,-5.9,2.31
10,"q22.2g",77.7,78.3,0.6,38.5,4.5,1.01
10,"q22.3a",78.3,78.8,0.5,42.4,-3.9,1.19
10,"q22.3b",78.8,79.4,0.6,46.9,-4.5,2.38
10,"q22.3c",79.4,79.6,0.2,45.1,1.8,0.00
10,"q22.3d",79.6,79.9,0.3,48.3,-3.2,0.72
10,"q22.3e",79.9,80.1,0.2,45.1,3.2,0.00
10,"q22.3f",80.1,80.5,0.4,48.8,-3.7,2.05
10,"q22.3g",80.5,81,0.5,51.8,-3.0,3.88
10,"q22.3h",81,81.6,0.6,40.9,10.9,1.50
10,"q22.3i",81.6,82.5,0.9,44.8,-3.9,2.57
10,"q23.1a",82.5,82.8,0.3,38.4,6.4,1.08
10,"q23.1b",82.8,83.5,0.7,35.8,2.7,1.08
10,"q23.1c",83.5,85,1.5,37.5,-1.7,0.80
10,"q23.1d",85,85.3,0.3,36.1,1.4,0.71
10,"q23.1e",85.3,85.7,0.4,38.6,-2.6,1.69
10,"q23.2a",85.7,86.5,0.8,41.9,-3.2,2.98
10,"q23.2b",86.5,87.6,1.1,39.3,2.6,1.11
10,"q23.2c",87.6,87.8,0.2,43.2,-4.0,0.00
10,"q23.2d",87.8,88.2,0.4,48.6,-5.3,1.94
10,"q23.2e",88.2,89.2,1,43.4,5.2,3.98
10,"q23.31a",89.2,90.1,0.9,38.9,4.5,1.58
10,"q23.31b",90.1,90.5,0.4,36.5,2.4,0.32
10,"q23.31c",90.5,91,0.5,38.3,-1.8,1.02
10,"q23.31d",91,91.2,0.2,41.4,-3.1,0.00
10,"q23.31e",91.2,92.5,1.3,38.1,3.3,1.02
10,"q23.32",92.5,96,3.5,41.0,-2.9,2.30
10,"q23.33a",96,96.9,0.9,38.9,2.1,1.06
10,"q23.33b",96.9,97.6,0.7,42.8,-3.9,1.72
10,"q23.33c",97.6,98,0.4,39.1,3.7,1.10
10,"q24.1a",98,98.8,0.8,43.1,-4.0,2.20
10,"q24.1b",98.8,100.4,1.6,46.4,-3.4,3.74
10,"q24.2",100.4,101,0.6,37.8,8.7,0.73
10,"q24.31a",101,102,1,42.7,-4.9,1.70
10,"q24.31b",102,102.3,0.3,44.8,-2.1,1.01
10,"q24.31c",102.3,103.1,0.8,49.2,-4.5,2.69
10,"q24.31d",103.1,103.3,0.2,38.8,10.4,0.00
10,"q24.31e",103.3,103.8,0.5,45.4,-6.5,4.06
10,"q24.32",103.8,104.6,0.8,48.2,-2.9,3.02
10,"q24.33a",104.6,105.1,0.5,42.9,5.4,1.12
10,"q24.33b",105.1,105.6,0.5,50.3,-7.4,3.01
10,"q24.33c",105.6,106.2,0.6,41.8,8.5,2.33
10,"q24.33d",106.2,106.7,0.5,42.5,-0.7,1.06
10,"q25.1a",106.7,108.3,1.6,38.0,4.5,1.22
10,"q25.1b",108.3,108.8,0.5,40.4,-2.4,0.32
10,"q25.1c",108.8,109.3,0.5,37.9,2.4,1.08
10,"q25.1d",109.3,109.6,0.3,36.5,1.4,0.10
10,"q25.1e",109.6,109.9,0.3,37.4,-0.9,0.35
10,"q25.1f",109.9,110.1,0.2,36.4,1.0,0.00
10,"q25.1g",110.1,111.6,1.5,38.4,-2.0,1.14
10,"q25.1h",111.6,112.6,1,43.1,-4.6,3.16
10,"q25.1i",112.6,112.9,0.3,39.5,3.6,4.95
10,"q25.1l",112.9,113.6,0.7,39.7,-0.2,0.81
10,"q25.2a",113.6,114.2,0.6,42.2,-2.5,1.45
10,"q25.2b",114.2,114.5,0.3,38.1,4.1,1.66
10,"q25.2c",114.5,115.5,1,44.2,-6.1,0.90
10,"q25.2d",115.5,115.7,0.2,38.9,5.3,0.00
10,"q25.2e",115.7,116.4,0.7,43.5,-4.6,3.01
10,"q25.3a",116.4,116.9,0.5,40.1,3.5,1.03
10,"q25.3b",116.9,117.6,0.7,34.8,5.2,1.06
10,"q26.11a",117.6,119.7,2.1,42.9,-8.0,3.39
10,"q26.11b",119.7,120.3,0.6,39.3,3.6,1.47
10,"q26.11c",120.3,121.5,1.2,46.4,-7.1,3.23
10,"q26.12",121.5,123.1,1.6,41.7,4.7,1.02
10,"q26.13a",123.1,124.5,1.4,45.0,-3.4,3.54
10,"q26.13b",124.5,125.1,0.6,42.5,2.5,2.74
10,"q26.13c",125.1,126.2,1.1,47.5,-5.0,1.93
10,"q26.13d",126.2,126.4,0.2,54.3,-6.8,0.00
10,"q26.2",126.4,130.1,3.7,43.9,10.4,2.25
10,"q26.3a",130.1,133.8,3.7,46.5,-2.6,2.53
10,"q26.3b",133.8,135.1,1.3,56.5,-10.0,2.32
10,"q26.3c",135.1,135.5,0.4,46.5,9.9,3.68
,,,,,,,
11,"p15.5a",0,0.3,0.3,45.2,"-",7.12
11,"p15.5b",0.3,3.2,2.9,55.6,-10.4,3.86
11,"p15.4a",3.2,3.5,2.9,46.3,9.3,0.59
11,"p15.4b",3.5,4.2,0.3,44.1,2.2,1.96
11,"p15.4c",4.2,4.6,0.7,40.6,3.4,0.83
11,"p15.4d",4.6,6.2,0.4,38.5,2.2,1.95
11,"p15.4e",6.2,6.7,0.5,45.4,-6.9,1.16
11,"p15.4f",6.7,7.4,0.7,37.9,7.5,0.95
11,"p15.4g",7.4,9.8,2.4,43.4,-5.6,3.05
11,"p15.4h",9.8,10.3,0.5,38.4,5.0,1.56
11,"p15.3",10.3,13.4,3.1,43.1,-4.7,2.40
11,"p15.2a",13.4,13.8,0.4,38.8,4.3,1.29
11,"p15.2b",13.8,14.4,0.6,41.7,-2.9,0.67
11,"p15.2c",14.4,15,0.6,38.8,2.9,1.47
11,"p15.2d",15,16,1,41.5,-2.8,1.67
11,"p15.2e",16,16.7,0.7,35.9,5.6,1.67
11,"p15.1a",16.7,17.9,1.2,45.4,-9.5,3.41
11,"p15.1b",17.9,18.2,0.3,40.9,4.5,1.02
11,"p15.1c",18.2,20.2,2,43.3,-2.3,2.22
11,"p15.1d",20.2,20.5,0.3,38.2,5.1,1.54
11,"p15.1e",20.5,20.9,0.4,41.5,-3.3,2.21
11,"p14.3",21,26.4,5.4,36.0,5.5,1.03
11,"p14.2",26.4,28,1.6,38.5,-2.5,1.78
11,"p14.1a",28,28.4,0.4,35.3,3.2,0.90
11,"p14.1b",28.4,28.8,0.4,38.4,-3.0,1.32
11,"p14.1c",28.8,29.7,0.9,36.1,2.2,0.60
11,"p14.1d",29.7,30.9,1.2,38.3,-2.2,0.76
11,"p14.1e",30.9,31.7,0.8,35.9,2.4,1.08
11,"p13a",31.7,32.5,0.8,43.0,-7.2,1.28
11,"p13b",32.5,33.2,0.7,39.3,3.7,1.44
11,"p13c",33.2,34.7,1.5,43.1,-3.7,2.55
11,"p13d",34.7,35,0.3,38.9,4.1,2.49
11,"p13e",35,36.5,1.5,42.5,-3.6,1.26
11,"p12a",36.5,37,0.5,38.8,3.7,0.90
11,"p12b",37,39.3,2.3,35.4,3.4,0.84
11,"p12c",39.3,40.2,0.9,37.0,-1.6,0.94
11,"p12d",40.2,42.3,2.1,36.6,0.4,0.58
11,"p12e",42.3,43.2,0.9,38.7,-2.1,1.17
11,"p11.2a",43.2,44.2,1,41.2,-2.5,3.29
11,"p11.2b",44.2,45.2,1,48.9,-7.7,1.47
11,"p 11.2c",45.2,45.4,0.2,46.2,2.7,0.00
11,"p11.2d",45.4,45.9,0.2,48.6,-2.4,1.67
11,"p11.2e",45.9,46.2,0.5,40.9,7.7,2.98
11,"p11.2f",46.2,46.4,0.3,52.4,-11.5,0.00
11,"p11.2g",46.4,47.1,0.2,43.3,9.1,2.98
11,"p11.2h",47.1,48.4,0.7,45.5,-2.2,4.24
11,"p11.12a",48.4,48.9,0.5,37.7,7.7,0.86
11,"p11.12b",48.9,49.7,0.8,36.1,1.7,1.23
11,"p11.12c",49.7,50.8,1.1,38.3,-2.2,1.44
11,"q12.1",54.5,56.6,2.1,36.6,"-",1.02
11,"q12.2a",56.6,56.8,0.2,43.6,-7.0,0.00
11,"q12.2b",56.8,57.3,0.5,48.2,-4.6,2.14
11,"q12.2c",57.3,57.6,0.3,42.1,6.1,0.45
11,"q12.3a",57.6,58.6,1,38.3,3.8,1.29
11,"q12.3b",58.6,58.8,0.2,42.7,-4.4,0.00
11,"q12.3c",58.8,59.2,0.4,40.5,2.2,2.08
11,"q12.3d",59.2,59.4,0.2,41.6,-1.1,0.00
11,"q12.3e",59.4,60.2,0.8,38.7,3.0,0.51
11,"q13.1a",60.2,61,0.8,48.7,-10.0,2.01
11,"q13.1b",61,61.5,0.5,54.2,-5.6,2.63
11,"q13.1c",61.5,61.7,0.2,46.4,7.8,0.00
11,"q13.1d",61.7,61.9,0.2,43.3,3.1,0.00
11,"q13.1e",61.9,62.6,0.7,49.0,-5.7,1.88
11,"q13.1f",62.6,63,0.4,39.5,9.5,0.50
11,"q13.1g",63,63.3,0.3,44.7,-5.2,0.35
11,"q13.1h",63.3,63.9,0.6,55.0,-10.3,3.67
11,"q13.1i",63.9,64.1,0.2,49.0,6.0,0.00
11,"q13.1l",64.1,64.6,0.5,53.9,-4.9,1.61
11,"q13.1m",64.6,64.9,0.3,50.0,4.0,0.75
11,"q13.1n",64.9,65.2,0.3,54.2,-4.3,2.87
11,"q13.2a",65.2,65.6,0.4,51.2,3.0,3.59
11,"q13.2b",65.6,66.8,1.2,49.0,2.2,3.59
11,"q13.2c",66.8,67.2,0.4,54.0,-4.9,2.51
11,"q13.2d",67.2,67.8,0.6,47.7,6.3,3.62
11,"q13.2e",67.8,68,0.2,52.7,-5.0,0.00
11,"q13.2f",68,68.2,0.2,43.9,8.8,0.00
11,"q13.3a",68.2,68.5,0.3,49.3,-5.4,1.74
11,"q13.3b",68.5,68.7,0.2,53.3,-4.0,0.00
11,"q13.3c",68.7,68.9,0.2,50.2,3.2,0.00
11,"q13.3d",68.9,69.1,0.2,52.2,-2.1,0.00
11,"q13.3e",69.1,69.9,0.8,50.5,1.7,2.98
11,"q13.3f",69.9,70.2,0.3,52.0,-1.5,1.57
11,"q13.3g",70.2,71.1,0.9,49.6,2.4,2.27
11,"q13.4a",71,72,1,45.6,4.0,2.27
11,"q13.4b",72,72.6,0.6,45.8,-0.2,7.38
11,"q13.4c",72.6,72.8,0.2,53.1,-7.3,0.00
11,"q13.4d",72.8,73,0.2,41.4,11.8,0.00
11,"q13.4e",73,74.5,1.5,42.5,-1.2,2.26
11,"q13.4f",74.5,75.3,0.8,48.1,-5.6,4.28
11,"q13.4g",75.3,75.5,0.2,37.5,10.6,0.00
11,"q13.5a",75.5,76.6,1.1,47.0,-9.5,5.83
11,"q13.5b",76.6,77.4,0.8,40.8,6.2,1.02
11,"q13.5c",77.4,77.7,0.3,45.6,-4.8,2.28
11,"q13.5d",77.7,78,0.3,39.8,5.8,0.48
11,"q13.5e",78,79.1,1.1,43.6,-3.8,1.52
11,"q14.1a",79.1,79.8,0.7,38.4,5.2,0.69
11,"q14.1b",79.8,82,2.2,36.3,2.1,0.83
11,"q14.1c",82,82.9,0.9,40.0,-3.7,0.65
11,"q14.1d",82.9,85.5,2.6,37.5,2.5,1.42
11,"q14.2",85.5,88,2.5,39.0,-1.5,2.24
11,"q14.3a",88,89.1,1.1,35.6,3.5,0.68
11,"q14.3b",89.1,89.8,0.7,37.6,-2.1,1.36
11,"q14.3c",89.8,91.2,1.4,35.4,2.3,0.70
11,"q14.3d",91.2,92.1,0.9,38.8,-3.4,0.87
11,"q21a",92.1,92.4,0.3,41.5,-2.8,1.18
11,"q21b",92.4,92.8,0.4,38.0,3.5,1.22
11,"q21c",92.8,93.7,0.9,41.3,-3.2,0.96
11,"q21d",93.7,94.1,0.4,40.1,1.2,1.80
11,"q21e",94.1,95,0.9,40.5,-0.4,1.61
11,"q21f",95,96.3,1.3,38.0,2.5,1.47
11,"q22.1",96.3,99.8,3.5,35.4,2.5,0.90
11,"q22.2",99.8,103.4,3.6,38.2,-2.8,1.64
11,"q22.3a",103.4,105.4,2,35.8,2.5,0.92
11,"q22.3b",105.4,105.8,0.4,38.2,-2.4,0.97
11,"q22.3c",105.8,106.9,1.1,36.8,1.5,1.23
11,"q22.3d",106.9,107.6,0.7,41.0,-4.3,1.90
11,"q22.3e",107.6,108.3,0.2,38.7,2.4,1.78
11,"q22.3f",108.3,108.5,1.2,40.5,-1.8,0.00
11,"q22.3g",108.5,109.7,0.2,38.5,2.0,1.01
11,"q22.3h",109.7,109.9,0.8,41.6,-3.1,0.00
11,"q22.3i",109.9,110.7,3,39.4,2.2,1.46
11,"q23.1",110.7,113.7,3,43.2,-3.8,2.40
11,"q23.2",113.7,114.9,1.2,40.1,3.1,2.32
11,"q23.3a",114.9,117.6,2.7,46.2,-6.1,2.98
11,"q23.3b",117.6,117.9,0.3,42.0,4.2,0.29
11,"q23.3c",117.9,120.4,2.5,47.9,-5.8,3.49
11,"q24.1a",120.4,121.1,0.7,42.0,5.9,1.93
11,"q24.1b",121.1,122,0.9,39.5,2.5,1.25
11,"q24.1c",122,122.8,0.8,43.9,-4.5,1.75
11,"q24.1d",122.8,123.1,0.3,45.4,-1.5,2.67
11,"q24.1e",123.1,123.6,0.5,38.0,7.4,0.54
11,"q24.1f",123.6,123.8,0.2,36.6,1.4,0.00
11,"q24.1g",123.8,124,0.2,39.0,-2.5,0.00
11,"q24.2a",124,124.5,0.5,43.5,-4.5,3.45
11,"q24.2b",124.5,124.8,0.3,48.4,-4.9,0.79
11,"q24.2c",124.8,125.5,0.7,42.1,6.3,2.12
11,"q24.2d",125.5,125.7,0.2,46.9,-4.7,0.00
11,"q24.2e",125.7,125.9,0.2,51.9,-5.1,0.00
11,"q24.2f",125.9,126.2,0.3,46.6,5.4,2.08
11,"q24.2g",126.2,126.6,0.4,42.6,3.9,1.56
11,"q24.3",126.6,127.9,1.3,38.9,3.8,1.43
11,"q25a",127.9,128.1,0.2,43.3,-4.4,0.00
11,"q25b",128.1,128.3,0.2,47.0,-3.7,0.00
11,"q25c",128.3,130,1.7,42.6,4.4,3.41
11,"q25d",130,131.9,1.9,42.7,-0.1,1.44
11,"q25e",131.9,132.3,0.4,40.6,2.2,0.71
11,"q25f",132.3,133.2,0.9,42.8,-2.2,0.98
11,"q25g",133.2,133.8,0.6,47.6,-4.9,3.97
11,"q25h",133.8,134.5,0.7,46.4,1.3,1.94
,,,,,,,
12,"p13.33a",0,0.7,0.7,46.9,"-",4.49
12,"p13.33b",0.7,1.4,0.7,39.6,7.2,2.10
12,"p13.33c",1.4,2,0.6,45.1,-5.5,2.52
12,"p13.33d",2,3.6,1.6,48.4,-3.3,2.26
12,"p13.32a",3.6,4.4,0.8,43.5,4.9,1.91
12,"p13.32b",4.4,4.7,0.3,40.2,3.3,0.52
12,"p13.32c",4.7,6,1.3,44.0,-3.8,1.47
12,"p13.31a",6,7.2,1.2,49.5,-5.6,1.74
12,"p13.31b",7.2,7.7,0.5,39.2,10.3,2.26
12,"p13.31c",7.7,9,1.3,43.7,-4.5,2.32
12,"p13.31d",9,9.3,0.3,38.5,5.2,0.90
12,"p13.31e",9.3,9.5,0.2,46.5,-7.9,0.00
12,"p13.2a",9.5,11,1.5,37.8,8.7,1.56
12,"p13.2b",11,11.2,0.2,36.0,1.8,0.00
12,"p13.2c",11.2,11.5,0.3,39.0,-3.0,1.64
12,"p13.1a",11.5,13.7,2.2,42.5,-3.5,1.45
12,"p13.1b",13.7,14.2,0.5,39.8,2.6,0.36
12,"p13.1c",14.2,14.4,0.2,42.7,-2.8,0.00
12,"p12.3a",14.4,16.5,2.1,37.9,4.7,1.13
12,"p12.3b",16.5,18.9,2.4,35.7,2.2,0.62
12,"p12.2",18.9,20,1.1,39.1,-3.4,1.96
12,"p12.1a",20,21.4,1.4,36.3,2.8,1.09
12,"p12.1b",21.4,23.6,2.2,37.5,-1.2,0.97
12,"p12.1c",23.6,24.3,0.7,35.1,2.4,0.96
12,"p11.23",24.3,28.1,3.8,38.8,-3.7,1.21
12,"p11.22a",28.1,28.6,0.5,35.5,3.3,1.23
12,"p11.22b",28.6,30.8,2.2,38.6,-3.1,0.97
12,"p11.21a",30.8,32.2,1.4,43.3,-4.8,2.23
12,"p11.21b",32.2,33.4,1.2,40.0,3.4,1.42
12,"p11.21c",33.4,34.1,0.7,36.0,4.0,0.81
12,"p11.21d",34.1,34.5,0.4,46.7,-10.7,6.70
12,"p11.21e",34.5,34.8,0.3,37.9,8.8,1.87
12,"q12a",36.2,36.5,0.3,38.7,"-",2.60
12,"q12b",36.5,36.7,0.2,36.4,2.2,0.00
12,"q12c",36.7,36.9,0.2,42.6,-6.1,0.00
12,"q12d",36.9,37.6,0.7,36.3,6.3,0.43
12,"q12e",37.6,40.3,2.7,36.6,-0.4,1.04
12,"q12f",40.3,41.7,1.4,39.4,-2.8,1.48
12,"q12g",41.7,42.3,0.6,36.3,3.1,0.80
12,"q12h",42.3,42.8,0.5,38.0,-1.7,1.13
12,"q12i",42.8,43,0.2,36.2,1.8,0.00
12,"q12l",43,43.2,0.2,37.7,-1.5,0.00
12,"q12m",43.2,43.5,0.3,36.1,1.6,0.57
12,"q12n",43.5,44.4,0.9,38.8,-2.7,1.22
12,"q12o",44.4,44.6,0.2,36.6,2.3,0.00
12,"q12p",44.6,45.9,1.3,38.8,-2.2,0.77
12,"q13.11a",45.9,46.5,0.6,42.8,-4.0,5.78
12,"q13.11b",46.5,46.7,0.2,49.2,-6.4,0.00
12,"q13.11c",46.7,47.4,0.7,41.1,8.1,1.93
12,"q13.11d",47.4,48.8,1.4,48.1,-7.0,2.68
12,"q13.12a",48.8,50.5,1.7,43.0,5.1,1.93
12,"q13.12b",50.5,51.2,0.7,50.1,-7.0,3.35
12,"q13.13a",51.2,52.2,1,49.0,1.0,1.47
12,"q13.13b",52.2,52.6,0.4,43.7,5.3,2.63
12,"q13.13c",52.6,53.4,0.8,47.5,-3.8,3.87
12,"q13.2a",53.4,53.8,0.4,39.0,8.6,1.56
12,"q13.2b",53.8,54.3,0.5,36.5,2.5,1.86
12,"q13.3a",54.3,55.4,1.1,47.2,-10.7,1.42
12,"q13.3b",55.4,55.6,0.2,43.3,3.9,0.00
12,"q13.3c",55.6,56.6,1,48.3,-5.0,3.71
12,"q14.1a",56.6,57.8,1.2,38.4,9.9,1.22
12,"q14.1b",57.8,60.2,2.4,35.4,2.9,1.01
12,"q14.1c",60.2,61.3,1.1,36.8,-1.3,1.22
12,"q14.2a",61.3,61.6,0.3,42.8,-6.0,1.54
12,"q14.2b",61.6,62.1,0.5,38.4,4.4,0.73
12,"q14.2c",62.1,62.3,0.2,36.5,1.9,0.00
12,"q14.2d",62.3,63,0.7,39.4,-2.9,1.47
12,"q14.2e",63,63.8,0.8,41.4,-2.0,2.09
12,"q14.3a",63.8,64.1,0.3,36.8,4.6,0.10
12,"q14.3b",64.1,67,2.9,39.3,-2.5,1.10
12,"q15a",67,68.9,1.9,40.0,-0.7,1.40
12,"q15b",68.9,69.1,0.2,36.5,3.6,0.00
12,"q15c",69.1,69.9,0.8,38.2,-1.7,1.38
12,"q15d",69.9,70.1,0.2,36.3,1.9,0.00
12,"q15e",70.1,71,0.9,38.2,-1.8,0.67
12,"q21.1a",71,71.5,0.5,35.9,2.2,1.36
12,"q21.1b",71.5,74.1,2.6,35.1,0.9,0.68
12,"q21.2a",74.1,76.4,2.3,38.8,-3.8,1.48
12,"q21.2b",76.4,78.2,1.8,35.4,3.5,1.02
12,"q21.2c",78.2,79.1,0.9,38.1,-2.7,1.31
12,"q21.31a",79.1,81.5,2.4,35.5,2.6,0.97
12,"q21.31b",81.5,82.2,0.7,37.4,-1.9,1.04
12,"q21.31c",82.2,87.9,5.7,35.2,2.2,1.07
12,"q21.32",87.9,89,1.1,38.3,-3.1,1.59
12,"q21.33a",89,90.5,1.5,35.6,2.7,0.77
12,"q21.33b",90.5,91.8,1.3,38.5,-2.9,1.25
12,"q22a",91.8,93.2,1.4,41.8,-3.3,1.35
12,"q22b",93.2,93.4,0.2,38.1,3.7,0.00
12,"q22c",93.4,94.2,0.8,41.7,-3.6,1.59
12,"q22d",94.2,94.6,0.4,41.9,-0.2,0.46
12,"q22e",94.6,94.8,0.2,40.0,1.8,0.00
12,"q22f",94.8,95.2,0.4,43.0,-3.0,1.56
12,"q23.1a",95.2,100.9,5.7,39.2,3.8,1.79
12,"q23.1b",100.9,101.2,0.3,36.7,2.6,0.19
12,"q23.1c",101.2,102.5,1.3,39.4,-2.7,1.23
12,"q23.2",102.5,103.7,1.2,43.4,-4.0,1.75
12,"q23.3a",103.7,104.1,0.4,38.6,4.8,1.77
12,"q23.3b",104.1,105.4,1.3,42.1,-3.5,1.43
12,"q23.3c",105.4,105.7,0.3,42.1,0.0,0.42
12,"q23.3d",105.7,106.1,0.4,39.6,2.5,1.13
12,"q24.11a",106,108.9,2.9,45.8,-6.2,2.89
12,"q24.11b",108.9,109.5,0.6,43.9,1.9,1.43
12,"q24.11c",109.5,110.4,0.9,47.9,-4.0,1.67
12,"q24.12a",110.4,111.1,0.7,44.5,3.5,3.23
12,"q24.12b",111.1,111.9,0.8,43.6,0.9,1.34
12,"q24.13",111.9,112.9,1,49.3,-5.8,1.77
12,"q24.21a",113,114.9,1.9,43.4,5.9,1.63
12,"q24.21b",114.9,115.2,0.3,37.5,5.9,1.03
12,"q24.22",115.2,116.4,1.2,46.7,-9.1,1.69
12,"q24.23a",116.4,117.1,0.7,44.8,1.9,0.93
12,"q24.23b",117.1,117.3,0.2,40.2,4.5,0.00
12,"q24.23c",117.3,119,1.7,43.5,-3.3,1.12
12,"q24.31a",119,121.3,2.3,48.4,-4.9,2.92
12,"q24.31b",121.3,121.8,0.5,44.1,4.3,1.69
12,"q24.31c",121.8,122.6,0.8,48.8,-4.7,2.31
12,"q24.31d",122.6,122.9,0.3,44.8,4.0,0.54
12,"q24.31e",122.9,124.3,1.4,50.6,-5.7,3.93
12,"q24.32a",124.3,125.2,0.9,42.1,8.5,1.30
12,"q24.32b",125.2,126.1,0.9,40.3,1.8,0.76
12,"q24.32c",126.1,126.8,0.7,41.8,-1.6,0.50
12,"q24.32d",126.8,127,0.2,40.5,1.4,0.00
12,"q24.32e",127,127.6,0.6,43.9,-3.5,0.95
12,"q24.32f",127.6,128.1,0.5,46.3,-2.4,0.40
12,"q24.32g",128.1,129,0.9,42.7,3.6,1.05
12,"q24.33a",129,131.3,2.3,48.9,-6.3,3.04
12,"q24.33b",131.3,132,0.7,57.2,-8.3,3.37
12,"q24.33c",132,132.4,0.4,44.2,13.0,4.45
,,,,,,,
13,"q12.11a",18,18.1,0.1,39.2,"-",0.00
13,"q12.11b",18.1,18.7,0.6,43.0,-3.8,2.60
13,"q12.11c",18.7,19.2,0.5,40.0,3.0,1.95
13,"q12.11d",19.2,19.4,0.2,43.9,-3.9,0.00
13,"q12.11e",19.4,19.6,0.2,39.6,4.3,0.00
13,"q12.11f",19.6,20.2,0.6,43.8,-4.2,2.00
13,"q12.11g",20.2,20.4,0.2,40.1,3.7,0.00
13,"q12.11h",20.4,20.9,0.5,43.6,-3.5,1.58
13,"q12.11i",20.9,21.1,0.2,40.0,3.6,0.00
13,"q12.11l",21.1,21.6,0.5,42.3,-2.3,0.69
13,"q12.12",21.6,22.4,0.8,38.5,3.7,1.30
13,"q12.13a",22.4,22.8,0.4,40.9,-2.3,2.79
13,"q12.13b",22.8,23.2,0.4,41.7,-0.8,0.83
13,"q12.13c",23.2,23.4,0.2,39.9,1.8,0.00
13,"q12.13d",23.4,24.2,0.8,43.9,-4.0,1.37
13,"q12.13e",24.2,24.4,0.2,40.1,3.8,0.00
13,"q12.13f",24.4,24.7,0.3,42.7,-2.6,1.54
